Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
71-573-6085,31,Female,Middle,Widowed,Master's,High,Trzemeszno,Luxury Goods,$132.52 ,6,Mixed,1,2,0.0,Medium,Somewhat Sensitive,2,10,Low,Smartphone,Debit Card,12/20/2024,True,True,Impulsive,Express,12
91-810-3612,36,Female,Middle,Married,Bachelor's,Middle,Dashkawka,Sports & Outdoors,$379.20 ,7,Online,5,1,0.0,Medium,Very Sensitive,2,2,High,Smartphone,Debit Card,5/28/2024,True,True,Need-based,No Preference,7
52-150-4629,23,Female,High,Divorced,Master's,High,Maomiaoji,Sports & Outdoors,$145.98 ,4,In-Store,1,2,1.0,Low,Very Sensitive,2,5,High,Desktop,Other,9/16/2024,False,False,Need-based,No Preference,1
48-918-4473,28,Male,Middle,Married,High School,High,Pingtian,Software & Apps,$405.66 ,11,Online,5,2,1.0,Medium,Somewhat Sensitive,1,3,High,Tablet,Cash,4/27/2024,True,False,Impulsive,Express,11
35-880-9374,36,Female,Middle,Widowed,Bachelor's,High,Karengan,Arts & Crafts,$368.91 ,10,In-Store,1,3,2.0,High,Not Sensitive,2,10,High,Desktop,Debit Card,3/21/2024,False,False,Need-based,No Preference,7
08-614-6177,32,Male,Middle,Widowed,Master's,Middle,Sungai Raya,Home Appliances,$100.32 ,2,In-Store,5,1,1.0,Low,Very Sensitive,0,1,Medium,Tablet,Credit Card,12/11/2024,False,True,Planned,Express,8
35-879-0014,34,Male,High,Married,Master's,Middle,Zwedru,Food & Beverages,$107.82 ,7,Mixed,5,3,2.0,High,Very Sensitive,2,10,Low,Smartphone,Credit Card,12/4/2024,False,True,Wants-based,No Preference,2
91-570-2695,50,Male,Middle,Married,High School,Middle,Ţahţā,Baby Products,$83.88 ,11,Online,4,2,1.0,Medium,Not Sensitive,0,6,Low,Desktop,Other,2/24/2024,True,True,Planned,Express,4
54-193-3526,24,Female,Middle,Widowed,Bachelor's,Middle,Masaran,Travel & Leisure (Flights,$81.25 ,9,Online,1,2,1.0,Low,Very Sensitive,2,8,Medium,Desktop,Cash,5/24/2024,True,True,Planned,No Preference,10
90-569-7391,18,Female,Middle,Single,Bachelor's,Middle,Skoútari,Health Supplements,$197.90 ,11,Mixed,2,4,2.0,Medium,Not Sensitive,1,4,Low,Desktop,Debit Card,4/2/2024,True,True,Wants-based,Standard,5
88-395-8741,44,Male,High,Divorced,High School,Middle,Jelat,Travel & Leisure (Flights,$299.09 ,8,In-Store,1,1,2.0,High,Very Sensitive,2,7,High,Tablet,Debit Card,6/24/2024,False,False,Impulsive,Standard,14
06-638-0433,41,Male,High,Married,High School,Middle,Doibang,Travel & Leisure (Flights,$79.30 ,10,Online,3,2,1.0,Low,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,9/3/2024,False,False,Planned,No Preference,2
84-208-7045,33,Male,High,Divorced,High School,High,Kazimierz Dolny,Books,$55.73 ,12,In-Store,4,3,0.3,Medium,Not Sensitive,1,3,High,Tablet,PayPal,5/19/2024,False,True,Need-based,Express,3
71-568-0867,46,Male,High,Single,Bachelor's,High,Margasari,Software & Apps,$256.44 ,8,In-Store,4,1,2.0,High,Somewhat Sensitive,1,6,Medium,Tablet,Other,8/4/2024,False,False,Wants-based,Express,3
69-394-1424,35,Female,High,Single,Master's,Middle,Muff,Software & Apps,$494.97 ,12,In-Store,5,4,2.0,Low,Not Sensitive,1,5,Low,Tablet,Debit Card,8/16/2024,False,False,Planned,No Preference,7
91-695-8237,31,Female,Middle,Widowed,High School,High,Kryva Hora,Arts & Crafts,$238.58 ,6,Online,3,2,2.0,Medium,Very Sensitive,2,9,Medium,Tablet,PayPal,6/11/2024,True,True,Wants-based,Standard,8
28-862-5550,49,Female,Middle,Married,Bachelor's,High,General Lavalle,Food & Beverages,$403.03 ,12,Mixed,1,5,1.0,Medium,Somewhat Sensitive,0,1,High,Tablet,Other,8/22/2024,True,True,Wants-based,Standard,2
85-666-7449,26,Female,High,Widowed,Bachelor's,High,Zhongzhang,Health Supplements,$338.60 ,10,In-Store,1,3,2.0,Medium,Somewhat Sensitive,1,3,Medium,Desktop,Other,8/24/2024,False,False,Planned,No Preference,9
30-987-7421,36,Male,Middle,Widowed,High School,High,Estacion,Furniture,$365.38 ,11,Online,1,4,0.0,High,Somewhat Sensitive,0,9,Medium,Desktop,Cash,8/1/2024,False,False,Wants-based,Express,14
82-692-9306,41,Male,High,Married,High School,Middle,Ropa,Baby Products,$356.22 ,7,In-Store,2,5,0.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,6/10/2024,False,True,Planned,Express,6
18-593-8611,22,Genderqueer,High,Single,High School,Middle,San Diego,Health Supplements,$156.40 ,7,In-Store,4,5,2.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Credit Card,11/7/2024,False,True,Need-based,Standard,4
93-093-0556,42,Male,Middle,Single,Master's,Middle,Pan-an,Sports & Outdoors,$454.36 ,3,In-Store,4,5,1.0,Low,Very Sensitive,1,8,Medium,Tablet,Cash,9/16/2024,True,False,Planned,No Preference,12
64-915-2968,30,Female,High,Divorced,High School,Middle,Týn nad Vltavou,Packages),$427.86 ,11,Mixed,4,3,1.0,Medium,Not Sensitive,0,6,Medium,Desktop,Debit Card,3/3/2024,True,True,Need-based,Express,8
54-877-5699,21,Male,High,Married,Master's,High,Madan,Sports & Outdoors,$340.31 ,10,Online,5,1,1.0,Low,Somewhat Sensitive,0,5,Low,Desktop,Other,9/18/2024,False,True,Impulsive,No Preference,14
60-834-3348,32,Female,Middle,Married,Master's,Middle,Gafargaon,Jewelry & Accessories,$433.14 ,10,In-Store,3,1,2.0,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,7/9/2024,False,False,Impulsive,No Preference,5
77-742-5663,47,Female,Middle,Widowed,High School,High,Qingban,Jewelry & Accessories,$375.70 ,6,Online,3,1,2.0,Low,Very Sensitive,2,10,Medium,Tablet,Other,9/27/2024,True,False,Wants-based,No Preference,10
05-167-0833,21,Male,Middle,Single,Master's,Middle,Labège,Travel & Leisure (Flights,$381.30 ,12,Online,2,1,1.0,High,Very Sensitive,0,4,Low,Desktop,Credit Card,1/9/2024,False,False,Planned,Express,7
86-182-9556,34,Male,High,Widowed,High School,High,Port Elizabeth,Electronics,$210.21 ,4,Mixed,4,1,2.0,High,Very Sensitive,0,10,High,Desktop,PayPal,7/5/2024,False,True,Need-based,No Preference,14
14-415-2802,29,Male,Middle,Widowed,Master's,High,Sauri,Health Supplements,$408.81 ,8,Mixed,5,4,2.0,Low,Very Sensitive,1,3,Medium,Desktop,Debit Card,7/16/2024,False,True,Wants-based,Express,12
49-469-9163,20,Female,Middle,Divorced,Bachelor's,High,Desakolot,Jewelry & Accessories,$118.65 ,10,Mixed,1,3,0.0,Low,Very Sensitive,0,2,Low,Smartphone,Credit Card,1/9/2024,True,True,Impulsive,Standard,13
67-937-6624,50,Male,High,Divorced,Bachelor's,Middle,Huambo,Software & Apps,$166.45 ,7,Mixed,5,2,2.0,Low,Very Sensitive,2,1,High,Smartphone,Cash,8/13/2024,True,False,Planned,Express,12
91-761-9492,29,Female,Middle,Divorced,Master's,High,Luoting,Travel & Leisure (Flights,$385.32 ,10,Online,1,1,1.0,Low,Very Sensitive,0,1,Medium,Smartphone,PayPal,9/5/2024,True,True,Impulsive,Standard,9
19-383-9741,37,Male,Middle,Widowed,High School,Middle,Zarechnyy,Toys & Games,$161.41 ,9,Mixed,1,4,0.0,Low,Very Sensitive,1,8,High,Desktop,PayPal,4/7/2024,True,False,Impulsive,Standard,3
71-436-6908,47,Male,High,Divorced,Bachelor's,Middle,Arnprior,Toys & Games,$237.57 ,5,Online,3,3,0.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Cash,4/25/2024,True,True,Need-based,No Preference,11
44-938-7475,28,Female,High,Single,Bachelor's,High,Tochio-honchō,Hotels,$81.23 ,9,Mixed,2,5,2.0,High,Not Sensitive,1,10,Medium,Tablet,Cash,3/26/2024,False,True,Wants-based,Standard,6
55-279-3045,23,Male,Middle,Single,High School,Middle,Pasadena,Hotels,$257.43 ,5,Online,4,2,0.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Other,4/14/2024,True,True,Need-based,Standard,13
59-997-3903,42,Male,High,Divorced,High School,High,Barishāl,Arts & Crafts,$305.73 ,7,Mixed,2,5,1.0,Medium,Not Sensitive,2,8,Medium,Tablet,Cash,12/14/2024,True,False,Planned,Express,14
12-029-9344,32,Male,High,Single,Bachelor's,High,Kihurio,Toys & Games,$249.82 ,10,In-Store,5,3,1.0,High,Not Sensitive,2,6,Medium,Tablet,PayPal,8/12/2024,True,False,Wants-based,No Preference,10
25-285-7453,32,Male,High,Single,Bachelor's,Middle,Cluses,Arts & Crafts,$78.90 ,3,In-Store,4,1,1.0,Low,Not Sensitive,0,1,Medium,Tablet,Debit Card,9/7/2024,False,True,Planned,Standard,10
47-225-8686,29,Male,High,Widowed,High School,High,Wrząsowice,Health Care,$122.55 ,9,Mixed,2,4,0.3,Low,Not Sensitive,2,3,Medium,Desktop,Credit Card,6/28/2024,False,False,Impulsive,Express,4
33-519-4214,25,Non-binary,High,Divorced,Bachelor's,Middle,Hengfeng,Mobile Accessories,$307.61 ,6,Mixed,1,1,0.0,Low,Somewhat Sensitive,0,9,Medium,Smartphone,PayPal,9/12/2024,True,True,Need-based,No Preference,10
30-735-8744,24,Female,Middle,Divorced,Bachelor's,High,Nawu,Mobile Accessories,$465.07 ,8,Online,2,4,0.0,Medium,Not Sensitive,1,2,High,Desktop,Cash,3/2/2024,False,False,Wants-based,No Preference,8
66-557-1474,25,Male,Middle,Single,Master's,Middle,Līkak,Furniture,$82.13 ,9,Online,5,1,0.0,Medium,Somewhat Sensitive,2,6,High,Tablet,Debit Card,4/9/2024,True,True,Need-based,Express,6
03-422-8710,49,Male,Middle,Divorced,Bachelor's,High,Yuanguping,Sports & Outdoors,$425.18 ,4,Mixed,2,1,0.0,Medium,Very Sensitive,1,8,Medium,Tablet,PayPal,3/19/2024,True,False,Wants-based,Standard,10
39-731-8532,39,Male,High,Married,Master's,Middle,Colón,Arts & Crafts,$176.12 ,8,Online,2,3,1.2,Medium,Somewhat Sensitive,1,10,Low,Desktop,Credit Card,6/15/2024,True,True,Impulsive,Standard,14
98-585-4742,38,Female,High,Widowed,High School,High,Ágios Andréas,Home Appliances,$113.51 ,11,Mixed,4,1,1.0,High,Not Sensitive,2,2,Low,Desktop,Credit Card,2/14/2024,True,True,Planned,Express,8
51-302-9537,40,Female,High,Single,Bachelor's,Middle,Cibeusi,Animal Feed,$492.74 ,2,Mixed,1,5,2.0,Low,Very Sensitive,1,3,High,Tablet,Other,2/29/2024,True,False,Need-based,Express,13
61-286-0069,18,Agender,Middle,Widowed,Bachelor's,Middle,Kosh-Agach,Arts & Crafts,$158.54 ,5,Online,2,1,1.0,Low,Not Sensitive,2,7,High,Smartphone,Debit Card,3/31/2024,False,False,Planned,Express,5
35-907-0586,39,Female,High,Married,Bachelor's,High,Kuafeu,Furniture,$213.39 ,6,Online,3,4,2.0,Medium,Not Sensitive,2,5,Medium,Desktop,Cash,10/27/2024,False,True,Planned,Standard,4
30-522-1574,31,Male,Middle,Divorced,Bachelor's,High,Xincheng,Health Supplements,$127.18 ,2,In-Store,5,5,1.0,Medium,Somewhat Sensitive,0,2,Medium,Desktop,Debit Card,12/21/2024,False,False,Planned,Standard,4
96-915-4091,36,Female,High,Widowed,Bachelor's,Middle,Ḩawallī,Electronics,$398.97 ,3,Online,2,3,1.0,High,Not Sensitive,2,3,High,Tablet,Debit Card,9/26/2024,False,False,Impulsive,No Preference,9
67-073-5578,27,Female,Middle,Divorced,High School,Middle,São Mateus do Maranhão,Groceries,$53.45 ,6,Mixed,2,3,1.0,High,Somewhat Sensitive,1,9,High,Tablet,Debit Card,7/14/2024,False,False,Need-based,Standard,11
54-439-4748,35,Non-binary,High,Widowed,Bachelor's,High,Borova,Health Care,$375.45 ,6,Online,3,4,0.0,High,Not Sensitive,1,8,Medium,Smartphone,Other,4/14/2024,False,True,Impulsive,Express,1
20-648-1010,34,Male,High,Married,High School,Middle,Zilang,Home Appliances,$109.88 ,7,Online,4,4,1.0,Low,Very Sensitive,1,3,Medium,Smartphone,Credit Card,1/5/2024,False,True,Impulsive,Standard,11
79-939-5393,21,Female,High,Married,High School,High,Camalote,Office Supplies,$182.54 ,11,Mixed,5,5,1.0,Medium,Somewhat Sensitive,1,1,High,Tablet,Cash,8/21/2024,False,False,Need-based,Standard,13
89-249-8369,23,Female,High,Widowed,Bachelor's,High,Julayjilah,Furniture,$465.48 ,3,Mixed,3,3,2.0,Medium,Very Sensitive,1,8,Medium,Tablet,Cash,6/21/2024,False,False,Wants-based,No Preference,1
85-366-1482,31,Female,Middle,Married,High School,Middle,Badajoz,Health Care,$224.52 ,8,Mixed,3,3,2.0,Low,Not Sensitive,1,5,High,Desktop,Credit Card,11/29/2024,True,False,Impulsive,Express,1
34-874-7357,21,Male,High,Widowed,Master's,Middle,Fort Wayne,Beauty & Personal Care,$281.37 ,12,Online,2,3,2.0,Low,Very Sensitive,0,2,Low,Smartphone,Debit Card,1/2/2024,False,True,Impulsive,Express,14
90-363-8040,27,Male,High,Divorced,Bachelor's,Middle,"Hospitalet De Llobregat, L'",Health Care,$483.23 ,7,Online,2,4,2.0,Medium,Somewhat Sensitive,0,5,High,Smartphone,PayPal,12/19/2024,True,False,Impulsive,Express,9
98-376-8787,36,Male,High,Married,Master's,Middle,Pho Duc,Electronics,$85.52 ,7,Mixed,1,5,0.0,Medium,Somewhat Sensitive,1,3,Low,Smartphone,Other,10/31/2024,False,True,Planned,No Preference,7
04-829-7037,48,Bigender,High,Married,High School,High,Yaguaraparo,Arts & Crafts,$70.42 ,11,Online,4,5,1.0,High,Not Sensitive,2,7,Low,Desktop,Other,10/1/2024,False,True,Need-based,Express,14
93-455-0576,23,Female,Middle,Widowed,Master's,Middle,Novoorsk,Toys & Games,$437.40 ,6,Mixed,1,4,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,Credit Card,6/16/2024,False,False,Planned,Express,1
84-637-9188,35,Male,Middle,Divorced,Bachelor's,Middle,Wuyang,Jewelry & Accessories,$207.11 ,4,Mixed,1,4,2.0,High,Not Sensitive,0,1,Low,Tablet,Other,3/28/2024,True,False,Need-based,No Preference,2
77-401-8183,30,Female,High,Divorced,High School,High,Phúc Thọ,Baby Products,$349.00 ,10,Mixed,3,5,1.0,Low,Not Sensitive,1,5,Low,Desktop,PayPal,1/15/2024,False,True,Planned,No Preference,10
01-484-8220,38,Male,Middle,Married,Bachelor's,Middle,Vsevolozhsk,Hotels,$330.27 ,3,In-Store,3,2,1.0,High,Not Sensitive,1,9,High,Smartphone,Other,2/10/2024,True,False,Impulsive,No Preference,9
11-121-0709,42,Male,Middle,Married,Master's,Middle,Kara Suu,Health Supplements,$410.29 ,10,Online,2,4,1.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,9/2/2024,True,False,Planned,Express,1
36-649-0081,24,Female,High,Divorced,Master's,Middle,Beigucheng,Hotels,$400.86 ,7,Online,3,3,1.0,High,Very Sensitive,1,7,Low,Smartphone,Credit Card,9/12/2024,True,False,Planned,No Preference,5
75-526-2611,36,Female,High,Widowed,Master's,High,Yamaga,Beauty & Personal Care,$273.48 ,12,Online,5,3,2.0,Low,Very Sensitive,0,5,Medium,Smartphone,Other,1/22/2024,True,False,Wants-based,Express,5
72-339-1854,19,Bigender,High,Single,Master's,Middle,Sacramento,Furniture,$363.84 ,11,Online,3,2,1.0,Low,Not Sensitive,0,3,Medium,Desktop,Cash,8/30/2024,True,False,Impulsive,Express,5
24-591-4327,35,Male,High,Divorced,High School,High,Nowe Brzesko,Animal Feed,$317.09 ,6,Online,1,1,1.0,High,Not Sensitive,2,2,High,Desktop,Other,4/11/2024,True,False,Impulsive,Standard,4
51-431-7150,41,Female,Middle,Widowed,Bachelor's,Middle,Shiqiao,Furniture,$84.15 ,10,In-Store,1,3,1.0,High,Not Sensitive,2,1,High,Desktop,PayPal,11/3/2024,True,True,Impulsive,Standard,1
29-438-8126,36,Female,Middle,Single,High School,High,Pasirmadang,Packages),$462.48 ,11,Online,1,3,0.0,Medium,Very Sensitive,2,2,Low,Smartphone,Debit Card,3/31/2024,False,False,Planned,Express,12
68-201-1633,33,Male,Middle,Married,Bachelor's,High,Maño,Software & Apps,$449.18 ,3,Mixed,5,3,2.0,Medium,Somewhat Sensitive,0,8,High,Tablet,Credit Card,3/21/2024,True,True,Wants-based,Standard,10
83-714-9649,28,Female,Middle,Widowed,Bachelor's,Middle,Harstad,Home Appliances,$226.53 ,3,Online,3,1,1.0,High,Not Sensitive,1,10,Medium,Desktop,PayPal,8/2/2024,True,False,Wants-based,No Preference,13
33-203-4230,23,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,$218.32 ,2,Mixed,5,3,0.0,High,Not Sensitive,2,7,Low,Desktop,PayPal,9/24/2024,False,False,Need-based,Express,3
90-918-2833,48,Female,High,Widowed,High School,High,Soroti,Furniture,$132.67 ,7,In-Store,2,5,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,12/18/2024,True,False,Impulsive,Express,1
53-409-1176,26,Male,High,Single,Master's,High,Caruaru,Arts & Crafts,$416.96 ,7,In-Store,5,1,1.0,High,Not Sensitive,0,1,High,Tablet,Other,5/25/2024,False,False,Planned,Express,7
52-491-3386,39,Female,High,Married,Master's,Middle,Kamiennik,Arts & Crafts,$459.51 ,7,In-Store,1,2,2.0,High,Not Sensitive,0,5,Medium,Tablet,Debit Card,1/5/2024,True,False,Need-based,No Preference,11
41-816-7753,22,Male,Middle,Divorced,High School,High,Götene,Toys & Games,$150.11 ,7,Mixed,4,4,1.5,Low,Very Sensitive,0,3,High,Smartphone,Credit Card,7/23/2024,True,False,Wants-based,Standard,8
68-296-5978,36,Male,High,Married,High School,Middle,Kadumelati,Hotels,$218.87 ,5,Mixed,4,3,0.0,Medium,Very Sensitive,0,4,Medium,Smartphone,Cash,9/18/2024,True,False,Planned,No Preference,11
03-874-9055,29,Female,Middle,Married,Bachelor's,High,Amparo,Mobile Accessories,$437.06 ,7,In-Store,3,5,2.0,Low,Very Sensitive,0,6,Low,Smartphone,Cash,3/9/2024,False,False,Impulsive,Express,11
34-788-8387,38,Female,Middle,Single,High School,Middle,Qingqu,Groceries,$485.76 ,10,In-Store,3,4,0.0,Medium,Somewhat Sensitive,0,4,High,Desktop,Debit Card,6/3/2024,True,True,Wants-based,No Preference,4
53-865-9342,27,Female,High,Single,Bachelor's,High,Poste de Flacq,Books,$242.57 ,7,In-Store,1,1,1.0,Low,Not Sensitive,0,10,Low,Smartphone,PayPal,10/5/2024,True,False,Wants-based,No Preference,1
79-052-8470,35,Male,Middle,Widowed,High School,High,Ţawr al Bāḩah,Arts & Crafts,$303.13 ,2,Online,1,1,1.0,High,Not Sensitive,0,7,Medium,Desktop,Debit Card,1/4/2024,False,True,Need-based,Standard,10
86-359-7320,43,Female,Middle,Widowed,Master's,Middle,Phu Loc,Toys & Games,$136.10 ,5,In-Store,3,5,2.0,Low,Very Sensitive,0,2,High,Tablet,Debit Card,2/27/2024,False,True,Planned,Express,14
27-111-2242,40,Bigender,High,Single,Bachelor's,Middle,Jembangan,Electronics,$249.02 ,11,Mixed,3,2,0.3,Medium,Not Sensitive,1,1,Medium,Smartphone,PayPal,10/1/2024,True,True,Planned,Express,14
84-538-0238,19,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,$466.74 ,7,In-Store,3,4,0.2,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,12/11/2024,True,True,Need-based,Express,5
96-496-9833,30,Female,High,Single,High School,High,Lañgub,Packages),$450.52 ,8,Online,2,2,0.2,High,Somewhat Sensitive,0,6,Low,Desktop,PayPal,1/13/2024,True,True,Need-based,No Preference,8
27-672-6081,35,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,$246.44 ,4,Mixed,3,1,1.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Debit Card,9/17/2024,False,True,Wants-based,No Preference,5
99-643-9845,28,Female,Middle,Married,High School,High,Banturkrajan,Groceries,$137.75 ,6,Online,3,3,2.0,High,Very Sensitive,0,1,Medium,Smartphone,Cash,9/9/2024,False,True,Need-based,No Preference,4
27-571-9402,44,Female,Middle,Married,Master's,Middle,São Torcato,Home Appliances,$78.64 ,5,Mixed,3,4,2.0,High,Somewhat Sensitive,0,3,High,Tablet,PayPal,5/26/2024,True,False,Planned,Standard,12
41-602-4042,47,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,$363.91 ,10,Online,1,1,0.3,Medium,Very Sensitive,0,2,Low,Smartphone,Cash,1/7/2024,True,True,Planned,Standard,9
63-743-6962,39,Male,Middle,Single,High School,Middle,Tanushimarumachi-toyoki,Travel & Leisure (Flights,$304.79 ,12,In-Store,2,4,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,1/7/2024,True,True,Wants-based,Standard,10
23-246-5927,47,Male,Middle,Widowed,Bachelor's,High,Rawa Mazowiecka,Books,$249.60 ,7,Mixed,4,1,1.0,Low,Somewhat Sensitive,2,7,High,Smartphone,Debit Card,5/11/2024,True,False,Wants-based,Standard,11
74-022-7557,19,Male,High,Married,Bachelor's,Middle,Wŏnsan,Electronics,$345.04 ,12,In-Store,1,5,1.0,Low,Somewhat Sensitive,0,8,Medium,Tablet,Credit Card,10/16/2024,True,True,Planned,Express,13
25-286-8786,27,Male,High,Single,Master's,High,Berlin,Home Appliances,$461.81 ,12,Mixed,4,3,0.0,Medium,Very Sensitive,0,8,Low,Desktop,Other,6/7/2024,True,False,Wants-based,No Preference,8
55-955-9889,31,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,$280.88 ,4,Mixed,3,4,1.0,High,Not Sensitive,0,2,High,Smartphone,Credit Card,5/5/2024,True,True,Planned,No Preference,2
34-237-3943,44,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,$283.70 ,8,Mixed,2,5,1.0,Medium,Not Sensitive,1,3,Low,Smartphone,Cash,2/29/2024,False,False,Impulsive,Express,8
83-752-5439,28,Female,Middle,Married,Master's,High,Mulhouse,Gardening & Outdoors,$399.24 ,7,In-Store,4,2,1.0,Medium,Very Sensitive,1,2,Medium,Smartphone,Debit Card,6/21/2024,False,False,Need-based,Standard,10
25-485-2023,26,Male,Middle,Divorced,Master's,Middle,Tangkilsari,Jewelry & Accessories,$90.79 ,12,In-Store,4,1,2.0,Medium,Somewhat Sensitive,0,2,Medium,Tablet,Other,9/16/2024,False,False,Planned,No Preference,6
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,$399.95 ,10,In-Store,2,1,0.0,Low,Not Sensitive,1,2,High,Smartphone,Cash,3/7/2024,True,False,Need-based,Express,10
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,$204.83 ,6,In-Store,5,1,0.0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,4/22/2024,True,False,Wants-based,Standard,5
53-070-2625,46,Male,High,Married,Master's,Middle,Embu Guaçu,Mobile Accessories,$460.37 ,10,Online,5,4,2.0,Low,Very Sensitive,2,7,High,Desktop,Credit Card,7/13/2024,True,True,Wants-based,Express,12
64-120-6212,31,Male,Middle,Single,Bachelor's,Middle,Fubin,Books,$389.47 ,4,In-Store,5,3,2.0,Low,Not Sensitive,1,9,High,Desktop,Credit Card,2/11/2024,True,True,Wants-based,Standard,6
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Home Appliances,$370.05 ,11,Mixed,5,3,0.0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,10/30/2024,True,True,Impulsive,No Preference,10
22-053-4627,30,Female,High,Married,High School,High,Kamárai,Food & Beverages,$472.53 ,11,Online,4,1,1.0,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,4/30/2024,False,False,Wants-based,Express,4
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,$407.29 ,3,In-Store,5,5,0.0,Low,Not Sensitive,0,5,Low,Tablet,Other,11/25/2024,False,False,Planned,Express,3
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,$352.35 ,4,Online,2,2,0.0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,6/20/2024,False,False,Planned,Express,14
47-356-9730,25,Female,High,Single,High School,High,Seleuš,Books,$441.73 ,12,Online,1,4,2.0,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,2/4/2024,True,False,Planned,Standard,8
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,$105.95 ,12,Mixed,1,4,2.0,Low,Very Sensitive,1,7,Medium,Desktop,Cash,8/4/2024,False,False,Impulsive,Standard,11
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,$217.62 ,3,Online,5,2,1.0,High,Very Sensitive,2,3,Low,Smartphone,PayPal,2/14/2024,False,True,Impulsive,No Preference,5
84-162-8799,43,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,$385.08 ,7,In-Store,2,4,1.0,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,11/12/2024,False,True,Impulsive,No Preference,1
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Hotels,$181.10 ,2,Online,2,5,2.0,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,12/26/2024,False,False,Impulsive,No Preference,5
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,$140.87 ,8,In-Store,3,3,2.0,Low,Not Sensitive,2,7,Medium,Tablet,Other,3/3/2024,True,False,Impulsive,No Preference,9
71-354-5174,34,Female,High,Single,Master's,High,Tsuen Wan,Software & Apps,$151.25 ,2,In-Store,2,5,0.0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,4/20/2024,True,False,Planned,No Preference,10
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Hotels,$171.52 ,3,Mixed,5,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,8/21/2024,True,True,Planned,Standard,12
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,$399.56 ,10,Online,4,2,1.0,Low,Not Sensitive,0,4,Medium,Desktop,Cash,10/21/2024,True,True,Need-based,No Preference,1
21-048-8669,37,Non-binary,Middle,Single,Bachelor's,Middle,Pantenan,Food & Beverages,$247.05 ,8,In-Store,3,2,1.0,Low,Somewhat Sensitive,1,8,High,Desktop,Cash,5/25/2024,False,False,Wants-based,Standard,2
68-512-0568,40,Female,High,Married,Master's,Middle,Wolfsberg,Books,$474.03 ,7,In-Store,3,1,1.0,Medium,Somewhat Sensitive,0,6,High,Desktop,Other,8/3/2024,True,True,Need-based,Standard,13
18-633-9387,27,Male,Middle,Married,Bachelor's,High,San Bautista,Animal Feed,$106.96 ,6,In-Store,3,1,2.0,Low,Not Sensitive,0,7,Medium,Tablet,Debit Card,3/9/2024,True,True,Impulsive,Standard,3
